"iem_cd","tck_iem_cd","ifs_tma_cd","ifs_tma_nm","tma_otl_cts"
US02361E1082,AMRC,"0123",전력설비,"2005년 7월 북핵문제 해결을 위한 남북관계 개선을 위하여 정부가 직접 북한지역에 전력공급을 추진한다는 소식이 전해지면서 전력공급 관련 설비 제조업체들과 관련업체들이 시장에서 주목을 받음. 이후 송전선로업체/송전선/발전설비, 기타 관련업체들로 구성된 전력설비주들은 대북관련주로도 인식되면서 북핵이나 남북관계 관련 모멘텀 발생시 시장에서 주목 받는 경향이 있음. <본 섹터는 심리적 요인이 크게 작용하므로 종목별로는 실제 영위하는 사업내용과 섹터내용의 상관관계나 매출비중이 다소 낮을 수 있음.>"
US2290503075,CYRX,"0124",제대혈,"제대혈(출산시 태반과 탯줄에 있는 혈액)이 백혈병과, 혈액암, 심근경색증, 퇴행성관절염 등의 각종 질병에 이용될 것으로 기대되는 가운데, 제대혈을 초저온 상태로 보관해 두는 제대혈 은행 운영 종목군 및 제대혈 관련 연구를 진행중인 종목군."
US09062W2044,BLFS,"0124",제대혈,"제대혈(출산시 태반과 탯줄에 있는 혈액)이 백혈병과, 혈액암, 심근경색증, 퇴행성관절염 등의 각종 질병에 이용될 것으로 기대되는 가운데, 제대혈을 초저온 상태로 보관해 두는 제대혈 은행 운영 종목군 및 제대혈 관련 연구를 진행중인 종목군."
US8835561023,TMO,"0124",제대혈,"제대혈(출산시 태반과 탯줄에 있는 혈액)이 백혈병과, 혈액암, 심근경색증, 퇴행성관절염 등의 각종 질병에 이용될 것으로 기대되는 가운데, 제대혈을 초저온 상태로 보관해 두는 제대혈 은행 운영 종목군 및 제대혈 관련 연구를 진행중인 종목군."
US64110L1061,NFLX,"0127",영상콘텐츠,"영화, 드라마, 애니메이션 등의 영상 콘텐츠 제작 및 배급(유통)업체들. 넷플릭스, 디즈니+, 티빙, 왓챠 등 국내외 OTT 업체들의 성장으로 다양한 유통채널을 통한 수익모델이 활성화되고 있음. 특히, 해외시장에서 국내 문화 콘텐츠에 대한 호응도가 높아지고, 정부의 지적재산권 보호 강화로 대표적인 고부가가치 산업으로 성장하고 있음."
US0231351067,AMZN,"0127",영상콘텐츠,"영화, 드라마, 애니메이션 등의 영상 콘텐츠 제작 및 배급(유통)업체들. 넷플릭스, 디즈니+, 티빙, 왓챠 등 국내외 OTT 업체들의 성장으로 다양한 유통채널을 통한 수익모델이 활성화되고 있음. 특히, 해외시장에서 국내 문화 콘텐츠에 대한 호응도가 높아지고, 정부의 지적재산권 보호 강화로 대표적인 고부가가치 산업으로 성장하고 있음."
US2546871060,DIS,"0127",영상콘텐츠,"영화, 드라마, 애니메이션 등의 영상 콘텐츠 제작 및 배급(유통)업체들. 넷플릭스, 디즈니+, 티빙, 왓챠 등 국내외 OTT 업체들의 성장으로 다양한 유통채널을 통한 수익모델이 활성화되고 있음. 특히, 해외시장에서 국내 문화 콘텐츠에 대한 호응도가 높아지고, 정부의 지적재산권 보호 강화로 대표적인 고부가가치 산업으로 성장하고 있음."
US9344231041,WBD,"0127",영상콘텐츠,"영화, 드라마, 애니메이션 등의 영상 콘텐츠 제작 및 배급(유통)업체들. 넷플릭스, 디즈니+, 티빙, 왓챠 등 국내외 OTT 업체들의 성장으로 다양한 유통채널을 통한 수익모델이 활성화되고 있음. 특히, 해외시장에서 국내 문화 콘텐츠에 대한 호응도가 높아지고, 정부의 지적재산권 보호 강화로 대표적인 고부가가치 산업으로 성장하고 있음."
US92556H2067,PARA,"0127",영상콘텐츠,"영화, 드라마, 애니메이션 등의 영상 콘텐츠 제작 및 배급(유통)업체들. 넷플릭스, 디즈니+, 티빙, 왓챠 등 국내외 OTT 업체들의 성장으로 다양한 유통채널을 통한 수익모델이 활성화되고 있음. 특히, 해외시장에서 국내 문화 콘텐츠에 대한 호응도가 높아지고, 정부의 지적재산권 보호 강화로 대표적인 고부가가치 산업으로 성장하고 있음."
US77543R1023,ROKU,"0127",영상콘텐츠,"영화, 드라마, 애니메이션 등의 영상 콘텐츠 제작 및 배급(유통)업체들. 넷플릭스, 디즈니+, 티빙, 왓챠 등 국내외 OTT 업체들의 성장으로 다양한 유통채널을 통한 수익모델이 활성화되고 있음. 특히, 해외시장에서 국내 문화 콘텐츠에 대한 호응도가 높아지고, 정부의 지적재산권 보호 강화로 대표적인 고부가가치 산업으로 성장하고 있음."
US20030N1019,CMCSA,"0127",영상콘텐츠,"영화, 드라마, 애니메이션 등의 영상 콘텐츠 제작 및 배급(유통)업체들. 넷플릭스, 디즈니+, 티빙, 왓챠 등 국내외 OTT 업체들의 성장으로 다양한 유통채널을 통한 수익모델이 활성화되고 있음. 특히, 해외시장에서 국내 문화 콘텐츠에 대한 호응도가 높아지고, 정부의 지적재산권 보호 강화로 대표적인 고부가가치 산업으로 성장하고 있음."
CA5359194019,LGF.A,"0127",영상콘텐츠,"영화, 드라마, 애니메이션 등의 영상 콘텐츠 제작 및 배급(유통)업체들. 넷플릭스, 디즈니+, 티빙, 왓챠 등 국내외 OTT 업체들의 성장으로 다양한 유통채널을 통한 수익모델이 활성화되고 있음. 특히, 해외시장에서 국내 문화 콘텐츠에 대한 호응도가 높아지고, 정부의 지적재산권 보호 강화로 대표적인 고부가가치 산업으로 성장하고 있음."
US92556H2067,PARA,"0128",엔터테인먼트,"음원, 영화 및 드라마제작에 관련된 기업군과 매니지먼트 관련 회사. 대중문화시장에서의 한류열풍, 케이블TV 보급확대, 디지털 음원, IPTV, 스마트폰, 태블릿PC 등 다양한 플랫폼을 통한 콘텐츠 전송 활성화로 콘텐츠에 대한 투자자들의 관심이 높아지면서 부각된 섹터. 국내 엔터테인먼트 시장은 연예매니지먼트, 영화/애니메이션, 음반, 방송/드라마, 인터넷 사업(음원 등의 디지털콘텐츠) 등으로 구성되어 있음."
CA5359194019,LGF.A,"0128",엔터테인먼트,"음원, 영화 및 드라마제작에 관련된 기업군과 매니지먼트 관련 회사. 대중문화시장에서의 한류열풍, 케이블TV 보급확대, 디지털 음원, IPTV, 스마트폰, 태블릿PC 등 다양한 플랫폼을 통한 콘텐츠 전송 활성화로 콘텐츠에 대한 투자자들의 관심이 높아지면서 부각된 섹터. 국내 엔터테인먼트 시장은 연예매니지먼트, 영화/애니메이션, 음반, 방송/드라마, 인터넷 사업(음원 등의 디지털콘텐츠) 등으로 구성되어 있음."
US5380341090,LYV,"0128",엔터테인먼트,"음원, 영화 및 드라마제작에 관련된 기업군과 매니지먼트 관련 회사. 대중문화시장에서의 한류열풍, 케이블TV 보급확대, 디지털 음원, IPTV, 스마트폰, 태블릿PC 등 다양한 플랫폼을 통한 콘텐츠 전송 활성화로 콘텐츠에 대한 투자자들의 관심이 높아지면서 부각된 섹터. 국내 엔터테인먼트 시장은 연예매니지먼트, 영화/애니메이션, 음반, 방송/드라마, 인터넷 사업(음원 등의 디지털콘텐츠) 등으로 구성되어 있음."
US64110L1061,NFLX,"0128",엔터테인먼트,"음원, 영화 및 드라마제작에 관련된 기업군과 매니지먼트 관련 회사. 대중문화시장에서의 한류열풍, 케이블TV 보급확대, 디지털 음원, IPTV, 스마트폰, 태블릿PC 등 다양한 플랫폼을 통한 콘텐츠 전송 활성화로 콘텐츠에 대한 투자자들의 관심이 높아지면서 부각된 섹터. 국내 엔터테인먼트 시장은 연예매니지먼트, 영화/애니메이션, 음반, 방송/드라마, 인터넷 사업(음원 등의 디지털콘텐츠) 등으로 구성되어 있음."
US9345502036,WMG,"0128",엔터테인먼트,"음원, 영화 및 드라마제작에 관련된 기업군과 매니지먼트 관련 회사. 대중문화시장에서의 한류열풍, 케이블TV 보급확대, 디지털 음원, IPTV, 스마트폰, 태블릿PC 등 다양한 플랫폼을 통한 콘텐츠 전송 활성화로 콘텐츠에 대한 투자자들의 관심이 높아지면서 부각된 섹터. 국내 엔터테인먼트 시장은 연예매니지먼트, 영화/애니메이션, 음반, 방송/드라마, 인터넷 사업(음원 등의 디지털콘텐츠) 등으로 구성되어 있음."
US00165C1045,AMC,"0128",엔터테인먼트,"음원, 영화 및 드라마제작에 관련된 기업군과 매니지먼트 관련 회사. 대중문화시장에서의 한류열풍, 케이블TV 보급확대, 디지털 음원, IPTV, 스마트폰, 태블릿PC 등 다양한 플랫폼을 통한 콘텐츠 전송 활성화로 콘텐츠에 대한 투자자들의 관심이 높아지면서 부각된 섹터. 국내 엔터테인먼트 시장은 연예매니지먼트, 영화/애니메이션, 음반, 방송/드라마, 인터넷 사업(음원 등의 디지털콘텐츠) 등으로 구성되어 있음."
US20030N1019,CMCSA,"0128",엔터테인먼트,"음원, 영화 및 드라마제작에 관련된 기업군과 매니지먼트 관련 회사. 대중문화시장에서의 한류열풍, 케이블TV 보급확대, 디지털 음원, IPTV, 스마트폰, 태블릿PC 등 다양한 플랫폼을 통한 콘텐츠 전송 활성화로 콘텐츠에 대한 투자자들의 관심이 높아지면서 부각된 섹터. 국내 엔터테인먼트 시장은 연예매니지먼트, 영화/애니메이션, 음반, 방송/드라마, 인터넷 사업(음원 등의 디지털콘텐츠) 등으로 구성되어 있음."
US2546871060,DIS,"0128",엔터테인먼트,"음원, 영화 및 드라마제작에 관련된 기업군과 매니지먼트 관련 회사. 대중문화시장에서의 한류열풍, 케이블TV 보급확대, 디지털 음원, IPTV, 스마트폰, 태블릿PC 등 다양한 플랫폼을 통한 콘텐츠 전송 활성화로 콘텐츠에 대한 투자자들의 관심이 높아지면서 부각된 섹터. 국내 엔터테인먼트 시장은 연예매니지먼트, 영화/애니메이션, 음반, 방송/드라마, 인터넷 사업(음원 등의 디지털콘텐츠) 등으로 구성되어 있음."
US0231351067,AMZN,"0136",소매유통,"제조회사의 상품이나 서비스회사의 상품을 고객에게 직접 판매하는 업체들. 판매방식에 따라 백화점, 할인점, 홈쇼핑, 인터넷쇼핑으로 분류할 수 있으며 내수경기에 큰 영향을 받고 있으나 최근에는 해외시장 개척에도 적극적으로 나서고 있음. 원/달러 환율하락시 수입상품 가격하락에 따른 매출확대가 기대되고 있으며 유통업체별로 치열한 경쟁이 진행되고 있는 업종임."
US9311421039,WMT,"0136",소매유통,"제조회사의 상품이나 서비스회사의 상품을 고객에게 직접 판매하는 업체들. 판매방식에 따라 백화점, 할인점, 홈쇼핑, 인터넷쇼핑으로 분류할 수 있으며 내수경기에 큰 영향을 받고 있으나 최근에는 해외시장 개척에도 적극적으로 나서고 있음. 원/달러 환율하락시 수입상품 가격하락에 따른 매출확대가 기대되고 있으며 유통업체별로 치열한 경쟁이 진행되고 있는 업종임."
US87612E1064,TGT,"0136",소매유통,"제조회사의 상품이나 서비스회사의 상품을 고객에게 직접 판매하는 업체들. 판매방식에 따라 백화점, 할인점, 홈쇼핑, 인터넷쇼핑으로 분류할 수 있으며 내수경기에 큰 영향을 받고 있으나 최근에는 해외시장 개척에도 적극적으로 나서고 있음. 원/달러 환율하락시 수입상품 가격하락에 따른 매출확대가 기대되고 있으며 유통업체별로 치열한 경쟁이 진행되고 있는 업종임."
US55616P1049,M,"0136",소매유통,"제조회사의 상품이나 서비스회사의 상품을 고객에게 직접 판매하는 업체들. 판매방식에 따라 백화점, 할인점, 홈쇼핑, 인터넷쇼핑으로 분류할 수 있으며 내수경기에 큰 영향을 받고 있으나 최근에는 해외시장 개척에도 적극적으로 나서고 있음. 원/달러 환율하락시 수입상품 가격하락에 따른 매출확대가 기대되고 있으며 유통업체별로 치열한 경쟁이 진행되고 있는 업종임."
US5486611073,LOW,"0136",소매유통,"제조회사의 상품이나 서비스회사의 상품을 고객에게 직접 판매하는 업체들. 판매방식에 따라 백화점, 할인점, 홈쇼핑, 인터넷쇼핑으로 분류할 수 있으며 내수경기에 큰 영향을 받고 있으나 최근에는 해외시장 개척에도 적극적으로 나서고 있음. 원/달러 환율하락시 수입상품 가격하락에 따른 매출확대가 기대되고 있으며 유통업체별로 치열한 경쟁이 진행되고 있는 업종임."
US5010441013,KR,"0136",소매유통,"제조회사의 상품이나 서비스회사의 상품을 고객에게 직접 판매하는 업체들. 판매방식에 따라 백화점, 할인점, 홈쇼핑, 인터넷쇼핑으로 분류할 수 있으며 내수경기에 큰 영향을 받고 있으나 최근에는 해외시장 개척에도 적극적으로 나서고 있음. 원/달러 환율하락시 수입상품 가격하락에 따른 매출확대가 기대되고 있으며 유통업체별로 치열한 경쟁이 진행되고 있는 업종임."
US4370761029,HD,"0136",소매유통,"제조회사의 상품이나 서비스회사의 상품을 고객에게 직접 판매하는 업체들. 판매방식에 따라 백화점, 할인점, 홈쇼핑, 인터넷쇼핑으로 분류할 수 있으며 내수경기에 큰 영향을 받고 있으나 최근에는 해외시장 개척에도 적극적으로 나서고 있음. 원/달러 환율하락시 수입상품 가격하락에 따른 매출확대가 기대되고 있으며 유통업체별로 치열한 경쟁이 진행되고 있는 업종임."
US22160K1051,COST,"0136",소매유통,"제조회사의 상품이나 서비스회사의 상품을 고객에게 직접 판매하는 업체들. 판매방식에 따라 백화점, 할인점, 홈쇼핑, 인터넷쇼핑으로 분류할 수 있으며 내수경기에 큰 영향을 받고 있으나 최근에는 해외시장 개척에도 적극적으로 나서고 있음. 원/달러 환율하락시 수입상품 가격하락에 따른 매출확대가 기대되고 있으며 유통업체별로 치열한 경쟁이 진행되고 있는 업종임."
US0865161014,BBY,"0136",소매유통,"제조회사의 상품이나 서비스회사의 상품을 고객에게 직접 판매하는 업체들. 판매방식에 따라 백화점, 할인점, 홈쇼핑, 인터넷쇼핑으로 분류할 수 있으며 내수경기에 큰 영향을 받고 있으나 최근에는 해외시장 개척에도 적극적으로 나서고 있음. 원/달러 환율하락시 수입상품 가격하락에 따른 매출확대가 기대되고 있으며 유통업체별로 치열한 경쟁이 진행되고 있는 업종임."
US7427181091,PG,"0139",출산장려정책,정부는 국내 저출산 현상을 심각한 국가경쟁력 장애요인으로 판단하고 출산율을 높이기 위해 대규모 예산과 정책적 지원을 추진 중. 이러한 국가적 지원으로 출산에 유리한 환경이 조성되어 출산이 증가할 것으로 기대되면서 부각된 섹터.
US4781601046,JNJ,"0139",출산장려정책,정부는 국내 저출산 현상을 심각한 국가경쟁력 장애요인으로 판단하고 출산율을 높이기 위해 대규모 예산과 정책적 지원을 추진 중. 이러한 국가적 지원으로 출산에 유리한 환경이 조성되어 출산이 증가할 것으로 기대되면서 부각된 섹터.
US4364401012,HOLX,"0139",출산장려정책,정부는 국내 저출산 현상을 심각한 국가경쟁력 장애요인으로 판단하고 출산율을 높이기 위해 대규모 예산과 정책적 지원을 추진 중. 이러한 국가적 지원으로 출산에 유리한 환경이 조성되어 출산이 증가할 것으로 기대되면서 부각된 섹터.
US4943681035,KMB,"0139",출산장려정책,정부는 국내 저출산 현상을 심각한 국가경쟁력 장애요인으로 판단하고 출산율을 높이기 위해 대규모 예산과 정책적 지원을 추진 중. 이러한 국가적 지원으로 출산에 유리한 환경이 조성되어 출산이 증가할 것으로 기대되면서 부각된 섹터.
US2546871060,DIS,"0139",출산장려정책,정부는 국내 저출산 현상을 심각한 국가경쟁력 장애요인으로 판단하고 출산율을 높이기 위해 대규모 예산과 정책적 지원을 추진 중. 이러한 국가적 지원으로 출산에 유리한 환경이 조성되어 출산이 증가할 것으로 기대되면서 부각된 섹터.
US0231351067,AMZN,"0139",출산장려정책,정부는 국내 저출산 현상을 심각한 국가경쟁력 장애요인으로 판단하고 출산율을 높이기 위해 대규모 예산과 정책적 지원을 추진 중. 이러한 국가적 지원으로 출산에 유리한 환경이 조성되어 출산이 증가할 것으로 기대되면서 부각된 섹터.
US0028241000,ABT,"0139",출산장려정책,정부는 국내 저출산 현상을 심각한 국가경쟁력 장애요인으로 판단하고 출산율을 높이기 위해 대규모 예산과 정책적 지원을 추진 중. 이러한 국가적 지원으로 출산에 유리한 환경이 조성되어 출산이 증가할 것으로 기대되면서 부각된 섹터.
US87612E1064,TGT,"0139",출산장려정책,정부는 국내 저출산 현상을 심각한 국가경쟁력 장애요인으로 판단하고 출산율을 높이기 위해 대규모 예산과 정책적 지원을 추진 중. 이러한 국가적 지원으로 출산에 유리한 환경이 조성되어 출산이 증가할 것으로 기대되면서 부각된 섹터.
US5150981018,LSTR,"0141",종합 물류,"물류란 물적유통의 줄인 말로서 생산된 상품을 수송, 하역, 보관, 포장하는 과정과 유통가공이나 수송기초시설 등 물자유통과정을 모두 포함하는 개념임. 대부분의 기업들이 물류를 아웃소싱하면서 물류만을 전문적으로 특화한 종합물류회사들이 각광받고 있음."
US31428X1063,FDX,"0141",종합 물류,"물류란 물적유통의 줄인 말로서 생산된 상품을 수송, 하역, 보관, 포장하는 과정과 유통가공이나 수송기초시설 등 물자유통과정을 모두 포함하는 개념임. 대부분의 기업들이 물류를 아웃소싱하면서 물류만을 전문적으로 특화한 종합물류회사들이 각광받고 있음."
US4456581077,JBHT,"0141",종합 물류,"물류란 물적유통의 줄인 말로서 생산된 상품을 수송, 하역, 보관, 포장하는 과정과 유통가공이나 수송기초시설 등 물자유통과정을 모두 포함하는 개념임. 대부분의 기업들이 물류를 아웃소싱하면서 물류만을 전문적으로 특화한 종합물류회사들이 각광받고 있음."
US7835491082,R,"0141",종합 물류,"물류란 물적유통의 줄인 말로서 생산된 상품을 수송, 하역, 보관, 포장하는 과정과 유통가공이나 수송기초시설 등 물자유통과정을 모두 포함하는 개념임. 대부분의 기업들이 물류를 아웃소싱하면서 물류만을 전문적으로 특화한 종합물류회사들이 각광받고 있음."
US9507551086,WERN,"0141",종합 물류,"물류란 물적유통의 줄인 말로서 생산된 상품을 수송, 하역, 보관, 포장하는 과정과 유통가공이나 수송기초시설 등 물자유통과정을 모두 포함하는 개념임. 대부분의 기업들이 물류를 아웃소싱하면서 물류만을 전문적으로 특화한 종합물류회사들이 각광받고 있음."
US9113121068,UPS,"0141",종합 물류,"물류란 물적유통의 줄인 말로서 생산된 상품을 수송, 하역, 보관, 포장하는 과정과 유통가공이나 수송기초시설 등 물자유통과정을 모두 포함하는 개념임. 대부분의 기업들이 물류를 아웃소싱하면서 물류만을 전문적으로 특화한 종합물류회사들이 각광받고 있음."
US9837931008,XPO,"0141",종합 물류,"물류란 물적유통의 줄인 말로서 생산된 상품을 수송, 하역, 보관, 포장하는 과정과 유통가공이나 수송기초시설 등 물자유통과정을 모두 포함하는 개념임. 대부분의 기업들이 물류를 아웃소싱하면서 물류만을 전문적으로 특화한 종합물류회사들이 각광받고 있음."
US12541W2098,CHRW,"0141",종합 물류,"물류란 물적유통의 줄인 말로서 생산된 상품을 수송, 하역, 보관, 포장하는 과정과 유통가공이나 수송기초시설 등 물자유통과정을 모두 포함하는 개념임. 대부분의 기업들이 물류를 아웃소싱하면서 물류만을 전문적으로 특화한 종합물류회사들이 각광받고 있음."
US3021301094,EXPD,"0141",종합 물류,"물류란 물적유통의 줄인 말로서 생산된 상품을 수송, 하역, 보관, 포장하는 과정과 유통가공이나 수송기초시설 등 물자유통과정을 모두 포함하는 개념임. 대부분의 기업들이 물류를 아웃소싱하면서 물류만을 전문적으로 특화한 종합물류회사들이 각광받고 있음."
US5398301094,LMT,"0144",방위산업/전쟁 및 테러,"국가를 방위하는데 필요한 무기, 장비품 기타 물자를 생산하는 관련 기업군들과 전쟁 및 테러 관련 재료에 민감하게 반응하는 종목군. 최근 국내기업이 폴란드와 K2전차/K9자주포 등의 수출 계약을 체결하는 등 관련 분야 매출 확대가 기대되고 있음."
US5024311095,LHX,"0144",방위산업/전쟁 및 테러,"국가를 방위하는데 필요한 무기, 장비품 기타 물자를 생산하는 관련 기업군들과 전쟁 및 테러 관련 재료에 민감하게 반응하는 종목군. 최근 국내기업이 폴란드와 K2전차/K9자주포 등의 수출 계약을 체결하는 등 관련 분야 매출 확대가 기대되고 있음."
US4385161066,HON,"0144",방위산업/전쟁 및 테러,"국가를 방위하는데 필요한 무기, 장비품 기타 물자를 생산하는 관련 기업군들과 전쟁 및 테러 관련 재료에 민감하게 반응하는 종목군. 최근 국내기업이 폴란드와 K2전차/K9자주포 등의 수출 계약을 체결하는 등 관련 분야 매출 확대가 기대되고 있음."
US0970231058,BA,"0144",방위산업/전쟁 및 테러,"국가를 방위하는데 필요한 무기, 장비품 기타 물자를 생산하는 관련 기업군들과 전쟁 및 테러 관련 재료에 민감하게 반응하는 종목군. 최근 국내기업이 폴란드와 K2전차/K9자주포 등의 수출 계약을 체결하는 등 관련 분야 매출 확대가 기대되고 있음."
US6668071029,NOC,"0144",방위산업/전쟁 및 테러,"국가를 방위하는데 필요한 무기, 장비품 기타 물자를 생산하는 관련 기업군들과 전쟁 및 테러 관련 재료에 민감하게 반응하는 종목군. 최근 국내기업이 폴란드와 K2전차/K9자주포 등의 수출 계약을 체결하는 등 관련 분야 매출 확대가 기대되고 있음."
US3695501086,GD,"0144",방위산업/전쟁 및 테러,"국가를 방위하는데 필요한 무기, 장비품 기타 물자를 생산하는 관련 기업군들과 전쟁 및 테러 관련 재료에 민감하게 반응하는 종목군. 최근 국내기업이 폴란드와 K2전차/K9자주포 등의 수출 계약을 체결하는 등 관련 분야 매출 확대가 기대되고 있음."
US4464131063,HII,"0144",방위산업/전쟁 및 테러,"국가를 방위하는데 필요한 무기, 장비품 기타 물자를 생산하는 관련 기업군들과 전쟁 및 테러 관련 재료에 민감하게 반응하는 종목군. 최근 국내기업이 폴란드와 K2전차/K9자주포 등의 수출 계약을 체결하는 등 관련 분야 매출 확대가 기대되고 있음."
US75513E1010,RTX,"0144",방위산업/전쟁 및 테러,"국가를 방위하는데 필요한 무기, 장비품 기타 물자를 생산하는 관련 기업군들과 전쟁 및 테러 관련 재료에 민감하게 반응하는 종목군. 최근 국내기업이 폴란드와 K2전차/K9자주포 등의 수출 계약을 체결하는 등 관련 분야 매출 확대가 기대되고 있음."
US8832031012,TXT,"0144",방위산업/전쟁 및 테러,"국가를 방위하는데 필요한 무기, 장비품 기타 물자를 생산하는 관련 기업군들과 전쟁 및 테러 관련 재료에 민감하게 반응하는 종목군. 최근 국내기업이 폴란드와 K2전차/K9자주포 등의 수출 계약을 체결하는 등 관련 분야 매출 확대가 기대되고 있음."
US09857L1089,BKNG,"0147",여행,"국내외 여행안내, 교통편의 주선, 여권 신청 업무 대행 등을 주요 업무로 하는 여행사들. 여행사들의 실적과 주가는 무엇보다 경기 여건과 환율에 가장 큰 영향을 받으며, 계절적 성수기인 여름 휴가철에 주가가 재조명되는 경향이 있음. 이외에 비자면제와 같은 제도적 지원과 주요 관광지의 천재지변 및 전쟁/테러, 정치환경 불안 등도 여행주들의 시세흐름에 영향을 주는 요인들임. 여행사들 중에서는 하나투어와 모두투어의 시장지위가 압도적임."
US0258161092,AXP,"0147",여행,"국내외 여행안내, 교통편의 주선, 여권 신청 업무 대행 등을 주요 업무로 하는 여행사들. 여행사들의 실적과 주가는 무엇보다 경기 여건과 환율에 가장 큰 영향을 받으며, 계절적 성수기인 여름 휴가철에 주가가 재조명되는 경향이 있음. 이외에 비자면제와 같은 제도적 지원과 주요 관광지의 천재지변 및 전쟁/테러, 정치환경 불안 등도 여행주들의 시세흐름에 영향을 주는 요인들임. 여행사들 중에서는 하나투어와 모두투어의 시장지위가 압도적임."
US2473617023,DAL,"0147",여행,"국내외 여행안내, 교통편의 주선, 여권 신청 업무 대행 등을 주요 업무로 하는 여행사들. 여행사들의 실적과 주가는 무엇보다 경기 여건과 환율에 가장 큰 영향을 받으며, 계절적 성수기인 여름 휴가철에 주가가 재조명되는 경향이 있음. 이외에 비자면제와 같은 제도적 지원과 주요 관광지의 천재지변 및 전쟁/테러, 정치환경 불안 등도 여행주들의 시세흐름에 영향을 주는 요인들임. 여행사들 중에서는 하나투어와 모두투어의 시장지위가 압도적임."
US78573M1045,SABR,"0147",여행,"국내외 여행안내, 교통편의 주선, 여권 신청 업무 대행 등을 주요 업무로 하는 여행사들. 여행사들의 실적과 주가는 무엇보다 경기 여건과 환율에 가장 큰 영향을 받으며, 계절적 성수기인 여름 휴가철에 주가가 재조명되는 경향이 있음. 이외에 비자면제와 같은 제도적 지원과 주요 관광지의 천재지변 및 전쟁/테러, 정치환경 불안 등도 여행주들의 시세흐름에 영향을 주는 요인들임. 여행사들 중에서는 하나투어와 모두투어의 시장지위가 압도적임."
US8969452015,TRIP,"0147",여행,"국내외 여행안내, 교통편의 주선, 여권 신청 업무 대행 등을 주요 업무로 하는 여행사들. 여행사들의 실적과 주가는 무엇보다 경기 여건과 환율에 가장 큰 영향을 받으며, 계절적 성수기인 여름 휴가철에 주가가 재조명되는 경향이 있음. 이외에 비자면제와 같은 제도적 지원과 주요 관광지의 천재지변 및 전쟁/테러, 정치환경 불안 등도 여행주들의 시세흐름에 영향을 주는 요인들임. 여행사들 중에서는 하나투어와 모두투어의 시장지위가 압도적임."
US30212P3038,EXPE,"0147",여행,"국내외 여행안내, 교통편의 주선, 여권 신청 업무 대행 등을 주요 업무로 하는 여행사들. 여행사들의 실적과 주가는 무엇보다 경기 여건과 환율에 가장 큰 영향을 받으며, 계절적 성수기인 여름 휴가철에 주가가 재조명되는 경향이 있음. 이외에 비자면제와 같은 제도적 지원과 주요 관광지의 천재지변 및 전쟁/테러, 정치환경 불안 등도 여행주들의 시세흐름에 영향을 주는 요인들임. 여행사들 중에서는 하나투어와 모두투어의 시장지위가 압도적임."
US02376R1023,AAL,"0147",여행,"국내외 여행안내, 교통편의 주선, 여권 신청 업무 대행 등을 주요 업무로 하는 여행사들. 여행사들의 실적과 주가는 무엇보다 경기 여건과 환율에 가장 큰 영향을 받으며, 계절적 성수기인 여름 휴가철에 주가가 재조명되는 경향이 있음. 이외에 비자면제와 같은 제도적 지원과 주요 관광지의 천재지변 및 전쟁/테러, 정치환경 불안 등도 여행주들의 시세흐름에 영향을 주는 요인들임. 여행사들 중에서는 하나투어와 모두투어의 시장지위가 압도적임."
IE00BTN1Y115,MDT,"0149",U-Healthcare(원격진료),U-HEALTHCARE(Ubiquitous Healthcare Service)란 의료와 IT기술이 융합한 미래형 원격의료시스템으로 환자가 병원 등의 의료기관을 방문하지 않고도 시간과 공간의 제약 없이 원격으로 건강관리 및 의료서비스를 제공 받을 수 있는 서비스. 세계적으로 의료와 ICT의 융합이 이루어지면서 U-HEALTHCARE 및 원격의료가 새로운 성장산업으로 부상하고 있음.
US87918A1051,TDOC,"0149",U-Healthcare(원격진료),U-HEALTHCARE(Ubiquitous Healthcare Service)란 의료와 IT기술이 융합한 미래형 원격의료시스템으로 환자가 병원 등의 의료기관을 방문하지 않고도 시간과 공간의 제약 없이 원격으로 건강관리 및 의료서비스를 제공 받을 수 있는 서비스. 세계적으로 의료와 ICT의 융합이 이루어지면서 U-HEALTHCARE 및 원격의료가 새로운 성장산업으로 부상하고 있음.
US38141G1040,GS,"0151",증권,"증권시장과 가장 밀접한 관계를 가지고 있으며, 증시 활성화 여부가 실적에 미치는 영향이 큼. 지수의 안정과 함께 대세 상승이 진행된다면 은행, 건설주와 함께 유동성 장세의 가장 큰 수혜종목으로 주목 받는 경향이 있음. 자본시장통합으로 증권사들이 사업영역과 규모가 커질 것으로 예상되며 은행, 보험업종과 무한경쟁이 전망됨."
US45841N1072,IBKR,"0151",증권,"증권시장과 가장 밀접한 관계를 가지고 있으며, 증시 활성화 여부가 실적에 미치는 영향이 큼. 지수의 안정과 함께 대세 상승이 진행된다면 은행, 건설주와 함께 유동성 장세의 가장 큰 수혜종목으로 주목 받는 경향이 있음. 자본시장통합으로 증권사들이 사업영역과 규모가 커질 것으로 예상되며 은행, 보험업종과 무한경쟁이 전망됨."
